"Dates","Price"
"2016-10-14",778.99
"2016-10-17",779.95
"2016-10-18",779.93
"2016-10-19",781.63
"2016-10-20",782.23
"2016-10-21",782.65
"2016-10-24",782.95
"2016-10-25",782.55
"2016-10-26",778.54
"2016-10-27",781.04
"2016-10-28",787.7
"2016-10-31",787.63
"2016-11-02",763.78
"2016-11-03",761.63
"2016-11-04",756.4
"2016-11-07",761.56
"2016-11-08",768.06
"2016-11-09",772.86
"2016-11-10",783.78
"2016-11-14",769.94
"2016-11-15",769.43
"2016-11-16",766.91
"2016-11-17",763.32
"2016-11-18",760.64
"2016-11-21",763.54
"2016-11-22",764.14
"2016-11-23",768.69
"2016-11-24",773.18
"2016-11-25",770.92
"2016-11-28",770.42
"2016-11-29",766.41
"2016-11-30",767.43
"2016-12-01",768.23
"2016-12-02",770.15
"2016-12-05",771.78
"2016-12-06",770.78
"2016-12-07",767.46
"2016-12-08",769.79
"2016-12-09",772.85
"2016-12-12",773.89
"2016-12-13",772.27
"2016-12-14",771.96
"2016-12-15",768.47
"2016-12-16",768.97
"2016-12-19",767.94
"2016-12-20",768.36
"2016-12-21",768.8
"2016-12-22",766.97
"2016-12-23",766.9
"2016-12-27",766.45
"2016-12-28",768.05
"2016-12-29",768.25
"2016-12-30",771.37
"2017-01-02",771.18
"2017-01-03",774.87
"2017-01-04",775.63
"2017-01-05",775.77
"2017-01-09",777.95
"2017-01-10",781.57
"2017-01-11",786.26
"2017-01-12",786.55
"2017-01-13",787.37
"2017-01-16",789.82
"2017-01-17",789.24
"2017-01-18",788.13
"2017-01-19",789.88
"2017-01-20",789.73
"2017-01-23",791.43
"2017-01-24",795.89
"2017-01-25",805.51
"2017-01-26",807.56
"2017-01-27",806.8
"2017-01-30",800.81
"2017-01-31",801.02
"2017-02-01",804.62
"2017-02-02",801.82
"2017-02-03",801.03
"2017-02-06",800.54
"2017-02-07",797.2
"2017-02-08",796.22
"2017-02-09",809.54
"2017-02-10",815.28
"2017-02-13",821.23
"2017-02-14",821.78
"2017-02-15",821.86
"2017-02-16",824.96
"2017-02-17",818.33
"2017-02-20",819.78
"2017-02-21",830.81
"2017-02-22",832.41
"2017-02-23",832.58
"2017-02-24",820.67
"2017-02-27",820.67
"2017-02-28",817.48
"2017-03-01",834.69
"2017-03-02",835.15
"2017-03-03",832
"2017-03-06",822.9
"2017-03-07",820.43
"2017-03-08",818.5
"2017-03-09",815.69
"2017-03-10",821.09
"2017-03-13",830.43
"2017-03-14",830.58
"2017-03-15",831.64
"2017-03-16",844.41
"2017-03-17",844.92
"2017-03-20",840.92
"2017-03-21",833.92
"2017-03-22",826.17
"2017-03-23",828.09
"2017-03-24",827.09
"2017-03-27",821.14
"2017-03-28",825.98
"2017-03-29",825.82
"2017-03-30",825.38
"2017-03-31",822.45
"2017-04-03",822.8
"2017-04-04",825.63
"2017-04-05",830.72
"2017-04-06",831.23
"2017-04-07",829.48
"2017-04-10",829.07
"2017-04-11",822.66
"2017-04-12",818.99
"2017-04-13",816.3
"2017-04-18",816.3
"2017-04-19",821.14
"2017-04-20",820.94
"2017-04-21",819.83
"2017-04-24",822.96
"2017-04-25",835.52
"2017-04-26",844.97
"2017-04-27",843.99
"2017-04-28",843.77
"2017-05-02",849.69
"2017-05-04",846.36
"2017-05-05",846.26
"2017-05-08",844.57
"2017-05-09",847.9
"2017-05-10",840.79
"2017-05-11",840.17
"2017-05-12",838.72
"2017-05-15",841.34
"2017-05-16",833.44
"2017-05-17",823.94
"2017-05-18",817.13
"2017-05-19",823.84
"2017-05-22",827.47
"2017-05-23",822.85
"2017-05-24",826.77
"2017-05-25",832.4
"2017-05-26",827.29
"2017-05-29",825.05
"2017-05-30",820.71
"2017-05-31",818.96
"2017-06-01",818.8
"2017-06-02",822.27
"2017-06-05",817.28
"2017-06-06",823.69
"2017-06-07",826.26
"2017-06-08",829.86
"2017-06-09",829.39
"2017-06-12",819.12
"2017-06-13",818.5
"2017-06-14",818.87
"2017-06-16",819.48
"2017-06-19",821.97
"2017-06-20",818.43
"2017-06-21",819.05
"2017-06-22",818.57
"2017-06-23",819.84
"2017-06-26",826.81
"2017-06-27",828.58
"2017-06-28",822.65
"2017-06-29",822.61
"2017-06-30",816.32
"2017-07-03",820.09
"2017-07-04",815.42
"2017-07-05",816.16
"2017-07-06",814.41
"2017-07-07",814.48
"2017-07-10",814.64
"2017-07-11",812.88
"2017-07-12",821.9
"2017-07-13",827.66
"2017-07-14",828.59
"2017-07-17",834.11
"2017-07-18",831.23
"2017-07-19",833.83
"2017-07-20",829.25
"2017-07-21",824.73
"2017-07-24",821.95
"2017-07-25",822.69
"2017-07-26",827.74
"2017-07-27",827.34
"2017-07-28",828.4
"2017-07-31",831.59
"2017-08-01",832.71
"2017-08-02",828.84
"2017-08-03",825.42
"2017-08-04",827.18
"2017-08-07",829.47
"2017-08-08",837.09
"2017-08-09",833.01
"2017-08-10",826.35
"2017-08-11",824.06
"2017-08-14",823.17
"2017-08-16",826.51
"2017-08-17",819.97
"2017-08-18",817.6
"2017-08-21",822.93
"2017-08-22",826.71
"2017-08-23",828.92
"2017-08-24",846.19
"2017-08-25",850.98
"2017-08-28",863.42
"2017-08-29",851.9
"2017-08-30",857.19
"2017-08-31",856.28
"2017-09-01",864.17
"2017-09-04",864.34
"2017-09-05",864.09
"2017-09-06",861.29
"2017-09-07",855.56
"2017-09-08",852.23
"2017-09-11",859.89
"2017-09-12",858.79
"2017-09-13",857.3
"2017-09-14",856.7
"2017-09-15",852.58
"2017-09-18",854.22
"2017-09-19",853.11
"2017-09-20",852.99
"2017-09-21",846.28
"2017-09-22",845.77
"2017-09-25",841.01
"2017-09-26",838.78
"2017-09-27",837.01
"2017-09-28",838.5
"2017-09-29",843.51
"2017-10-02",847.54
"2017-10-03",849.15
"2017-10-04",844.82
"2017-10-05",845.57
"2017-10-06",849.14
"2017-10-09",852.69
"2017-10-10",855.43
"2017-10-11",861.44
"2017-10-12",859.45
"2017-10-13",857.92
"2017-10-16",857.31
"2017-10-17",853.34
"2017-10-18",846.22
"2017-10-19",834.88
"2017-10-20",832.89
"2017-10-23",834.24
"2017-10-24",826.33
"2017-10-25",825.2
"2017-10-26",827.72
"2017-10-27",835.28
"2017-10-30",841.42
"2017-10-31",843.94
"2017-11-02",839.4
"2017-11-03",837.76
"2017-11-06",839.21
"2017-11-07",844.6
"2017-11-08",840.18
"2017-11-09",829.44
"2017-11-10",822.65
"2017-11-13",821.75
"2017-11-14",822.27
"2017-11-15",810.32
"2017-11-16",808.51
"2017-11-17",814.04
"2017-11-20",820.78
"2017-11-21",823.37
"2017-11-22",824.18
"2017-11-23",828.36
"2017-11-24",821.82
"2017-11-27",825.14
"2017-11-28",823.11
"2017-11-29",812.92
"2017-11-30",806.03
"2017-12-01",802.93
"2017-12-04",805.8
"2017-12-05",807.37
"2017-12-06",803.71
"2017-12-07",802.64
"2017-12-08",805.76
"2017-12-11",800.57
"2017-12-12",804.55
"2017-12-13",805.74
"2017-12-14",812.43
"2017-12-15",808.42
"2017-12-18",813.69
"2017-12-19",814.43
"2017-12-20",813.35
"2017-12-21",814.94
"2017-12-22",814.55
"2017-12-27",817.49
"2017-12-28",820.04
"2017-12-29",817.58
"2018-01-03",821.52
"2018-01-04",836.38
"2018-01-05",838.58
"2018-01-08",841.31
"2018-01-09",840.23
"2018-01-10",833.96
"2018-01-11",833.69
"2018-01-12",839.46
"2018-01-15",839.48
"2018-01-16",846.47
"2018-01-17",851.67
"2018-01-18",853.38
"2018-01-19",856.5
"2018-01-22",859.14
"2018-01-23",860.68
"2018-01-24",859.8
"2018-01-25",855.61
"2018-01-26",855.16
"2018-01-29",854.91
"2018-01-30",848.47
"2018-01-31",847
"2018-02-01",843.9
"2018-02-02",836.2
"2018-02-05",831.39
"2018-02-06",807.97
"2018-02-07",812.54
"2018-02-08",809.78
"2018-02-09",802.75
"2018-02-12",807.4
"2018-02-13",811.04
"2018-02-14",816.02
"2018-02-15",816.9
"2018-02-16",813.41
"2018-02-19",812.75
"2018-02-20",812.07
"2018-02-21",811.01
"2018-02-22",809.46
"2018-02-23",810.79
"2018-02-26",812.11
"2018-02-27",811.9
"2018-02-28",801.94
"2018-03-01",792.81
"2018-03-02",786.1
"2018-03-05",785.91
"2018-03-06",789.93
"2018-03-07",793.31
"2018-03-08",789.91
"2018-03-09",791.86
"2018-03-12",798.08
"2018-03-13",795.6
"2018-03-14",791.77
"2018-03-15",790.57
"2018-03-16",784.4
"2018-03-19",774.88
"2018-03-20",775.5
"2018-03-21",784.38
"2018-03-22",778.72
"2018-03-23",768.51
"2018-03-26",765.79
"2018-03-27",768.47
"2018-03-28",755.78
"2018-03-29",756.22
"2018-04-03",760.46
"2018-04-04",754.52
"2018-04-05",764.41
"2018-04-06",768.25
"2018-04-09",774.21
"2018-04-10",776.71
"2018-04-11",777.2
"2018-04-12",778.3
"2018-04-13",779.95
"2018-04-16",776.26
"2018-04-17",776.48
"2018-04-18",777.73
"2018-04-19",780.53
"2018-04-20",777.05
"2018-04-23",772.58
"2018-04-24",769.63
"2018-04-25",764.78
"2018-04-26",765.89
"2018-04-27",765.94
"2018-04-30",770.77
"2018-05-02",775.76
"2018-05-04",767.99
"2018-05-07",765.99
"2018-05-08",766.58
"2018-05-09",774.99
"2018-05-10",781.49
"2018-05-11",788.72
"2018-05-14",793.77
"2018-05-15",788.82
"2018-05-16",790.56
"2018-05-17",789.12
"2018-05-18",781.78
"2018-05-21",788.1
"2018-05-22",785.65
"2018-05-23",779.6
"2018-05-24",776.23
"2018-05-25",778.58
"2018-05-28",778.62
"2018-05-29",771.88
"2018-05-30",765.23
"2018-06-01",763.74
"2018-06-04",766.51
"2018-06-05",775.89
"2018-06-06",777.22
"2018-06-07",780.06
"2018-06-08",775.07
"2018-06-11",772.36
"2018-06-12",772.28
"2018-06-13",770.54
"2018-06-14",770.15
"2018-06-15",766.78
"2018-06-18",753.28
"2018-06-19",741.51
"2018-06-20",745.86
"2018-06-21",742.21
"2018-06-22",743.45
"2018-06-25",738.9
"2018-06-26",734.65
"2018-06-27",731.92
"2018-06-28",725.08
"2018-06-29",728.15
"2018-07-02",727.29
"2018-07-03",732.26
"2018-07-04",737.63
"2018-07-05",740.92
"2018-07-06",738.93
"2018-07-09",737.24
"2018-07-10",742.3
"2018-07-11",737.26
"2018-07-12",738.86
"2018-07-13",739.49
"2018-07-16",739.21
"2018-07-17",738.26
"2018-07-18",736.71
"2018-07-19",734.98
"2018-07-20",737.83
"2018-07-23",742.34
"2018-07-24",750.83
"2018-07-25",756.24
"2018-07-26",764.91
"2018-07-27",766.36
"2018-07-30",770.24
"2018-07-31",768.33
"2018-08-01",768.24
"2018-08-02",763.4
"2018-08-03",762.69
"2018-08-06",763.28
"2018-08-07",765.24
"2018-08-08",767.17
"2018-08-09",769.72
"2018-08-10",758.79
"2018-08-13",752.41
"2018-08-14",754.09
"2018-08-16",750.32
"2018-08-17",740.39
"2018-08-20",745.04
"2018-08-21",753.35
"2018-08-22",755.76
"2018-08-23",760.41
"2018-08-24",760.37
"2018-08-27",771.39
"2018-08-28",777.04
"2018-08-29",773.89
"2018-08-30",769.45
"2018-08-31",762.12
"2018-09-03",758.22
"2018-09-04",744.74
"2018-09-05",734.92
"2018-09-06",728.09
"2018-09-07",717.75
"2018-09-10",715.84
"2018-09-11",715.32
"2018-09-12",708.19
"2018-09-13",713.58
"2018-09-14",715.03
"2018-09-17",712.52
"2018-09-18",716.38
"2018-09-19",722.72
"2018-09-20",724.09
"2018-09-21",726.37
"2018-09-24",730.25
"2018-09-25",730.42
"2018-09-26",732.43
"2018-09-27",732.74
"2018-09-28",730.09
"2018-10-01",727.31
"2018-10-02",724.89
"2018-10-03",728.45
"2018-10-04",725.01
"2018-10-05",721.61
"2018-10-08",712.48
"2018-10-09",714.07
"2018-10-10",702.55
"2018-10-11",687.67
"2018-10-12",694.87
"2018-10-15",692.79
"2018-10-16",701.78
"2018-10-17",700.43
"2018-10-18",696.83
"2018-10-19",696.24
"2018-10-22",695.62
"2018-10-23",683.52
"2018-10-24",681.92
"2018-10-25",677.81
"2018-10-26",665.98
"2018-10-29",667.82
"2018-10-30",666.93
"2018-10-31",675.76
"2018-11-02",688.5
"2018-11-05",695.98
"2018-11-06",695.59
"2018-11-07",705.39
"2018-11-08",704.17
"2018-11-09",695.62
"2018-11-13",692.02
"2018-11-14",693.86
"2018-11-15",689.16
"2018-11-16",677.44
"2018-11-19",679.6
"2018-11-20",672.06
"2018-11-21",682.69
"2018-11-22",688.23
"2018-11-23",685.8
"2018-11-26",685.09
"2018-11-27",684.8
"2018-11-28",694.8
"2018-11-29",704.07
"2018-11-30",702.76
"2018-12-03",715.85
"2018-12-04",718.61
"2018-12-05",718.93
"2018-12-06",704.84
"2018-12-07",703.05
"2018-12-10",691.1
"2018-12-11",684.78
"2018-12-12",695.45
"2018-12-13",703.93
"2018-12-14",704.25
"2018-12-17",697.62
"2018-12-18",703.21
"2018-12-19",709.98
"2018-12-20",699.38
"2018-12-21",688.05
"2018-12-27",684.13
"2018-12-28",689.64
"2019-01-02",694.05
"2019-01-03",683.41
"2019-01-04",689.31
"2019-01-07",698.5
"2019-01-08",699.85
"2019-01-09",702.59
"2019-01-10",702.37
"2019-01-11",704.3
"2019-01-14",701.82
"2019-01-15",704.97
"2019-01-16",710.04
"2019-01-17",711.07
"2019-01-18",712.64
"2019-01-21",710.01
"2019-01-22",708.73
"2019-01-23",715.03
"2019-01-24",717.45
"2019-01-25",715.76
"2019-01-28",710.6
"2019-01-29",709.87
"2019-01-30",707.04
"2019-01-31",712.19
"2019-02-05",718.44
"2019-02-06",722.75
"2019-02-07",711.14
"2019-02-08",708.21
"2019-02-11",707.52
"2019-02-12",710.26
"2019-02-13",705.73
"2019-02-14",700.15
"2019-02-15",702.72
"2019-02-18",701.04
"2019-02-19",699.98
"2019-02-20",707.69
"2019-02-21",703.6
"2019-02-22",707.66
"2019-02-25",710.02
"2019-02-26",708.29
"2019-02-27",704.1
"2019-02-28",704.23
"2019-03-01",706.14
"2019-03-04",704.24
"2019-03-05",704.31
"2019-03-06",704.66
"2019-03-07",703.18
"2019-03-08",700.52
"2019-03-11",700.58
"2019-03-12",701.68
"2019-03-13",702.49
"2019-03-14",703.52
"2019-03-15",710.52
"2019-03-18",713.06
"2019-03-19",714.67
"2019-03-20",712.7
"2019-03-21",713.89
"2019-03-22",705.44
"2019-03-25",700.94
"2019-03-26",703.8
"2019-03-27",703.3
"2019-03-28",704.39
"2019-03-29",703.91
"2019-04-01",709.07
"2019-04-02",715.81
"2019-04-03",725.8
"2019-04-04",722.93
"2019-04-05",712.85
"2019-04-08",712.71
"2019-04-09",714.93
"2019-04-10",717.26
"2019-04-11",715.7
"2019-04-12",712.46
"2019-04-15",710.95
"2019-04-16",712.58
"2019-04-17",714.98
"2019-04-18",711.26
"2019-04-23",711.33
"2019-04-24",710.87
"2019-04-25",707.57
"2019-04-26",709.98
"2019-04-29",710.16
"2019-04-30",702.13
"2019-05-02",699.89
"2019-05-06",691.58
"2019-05-07",683.12
"2019-05-08",677.85
"2019-05-09",670.58
"2019-05-10",672.53
"2019-05-13",664.76
"2019-05-14",664.14
"2019-05-15",664.8
"2019-05-16",664.71
"2019-05-17",663.23
"2019-05-20",660.95
"2019-05-21",661.23
"2019-05-22",669.26
"2019-05-23",660.92
"2019-05-24",664.34
"2019-05-27",664.92
"2019-05-28",667.36
"2019-05-29",661.35
"2019-05-30",671.33
"2019-05-31",671.84
"2019-06-03",671.75
"2019-06-04",671.57
"2019-06-05",672.71
"2019-06-06",678.26
"2019-06-07",683.21
"2019-06-10",682.81
"2019-06-11",685.15
"2019-06-12",680.83
"2019-06-13",685.57
"2019-06-14",685.6
"2019-06-17",684.4
"2019-06-18",690.07
"2019-06-19",688.57
"2019-06-21",687.45
"2019-06-24",690.1
"2019-06-25",687.35
"2019-06-26",687.39
"2019-06-27",693.32
"2019-06-28",692.51
"2019-07-01",694.27
"2019-07-02",694.03
"2019-07-03",695.45
"2019-07-04",697.18
"2019-07-05",697.45
"2019-07-08",697.36
"2019-07-09",693.31
"2019-07-10",693.62
"2019-07-11",693.82
"2019-07-12",692.62
"2019-07-15",693.65
"2019-07-16",693.14
"2019-07-17",689.07
"2019-07-18",690.4
"2019-07-19",696.63
"2019-07-22",698.34
"2019-07-23",697.57
"2019-07-24",698.18
"2019-07-25",694.64
"2019-07-26",692.2
"2019-07-29",688.78
"2019-07-30",685.45
"2019-07-31",685.96
"2019-08-01",680.84
"2019-08-02",673.22
"2019-08-05",666.33
"2019-08-06",663.63
"2019-08-07",661.78
"2019-08-08",662.94
"2019-08-09",657.24
"2019-08-12",654.3
"2019-08-13",657.88
"2019-08-14",652.47
"2019-08-16",648.93
"2019-08-19",652.65
"2019-08-20",654.9
"2019-08-21",655.4
"2019-08-22",654.39
"2019-08-23",653.02
"2019-08-26",648.84
"2019-08-27",648.11
"2019-08-28",644.08
"2019-08-29",642.24
"2019-08-30",648.78
"2019-09-02",652.04
"2019-09-03",648.07
"2019-09-04",649.19
"2019-09-05",648.49
"2019-09-06",647.48
"2019-09-09",652.39
"2019-09-10",653.39
"2019-09-11",653.86
"2019-09-12",652.71
"2019-09-13",653.35
"2019-09-16",657.92
"2019-09-17",653.15
"2019-09-18",655.28
"2019-09-19",651.81
"2019-09-20",646.45
"2019-09-23",642.84
"2019-09-24",645.73
"2019-09-25",645.68
"2019-09-26",647.26
"2019-09-27",646.94
"2019-09-30",644.12
"2019-10-01",644.23
"2019-10-02",640.97
"2019-10-03",639.11
"2019-10-04",638.37
"2019-10-07",638.14
"2019-10-08",641.02
"2019-10-09",638.59
"2019-10-10",635.92
"2019-10-11",633.03
"2019-10-14",633.87
"2019-10-15",632.13
"2019-10-16",632.71
"2019-10-17",634.74
"2019-10-18",632.56
"2019-10-21",632.95
"2019-10-22",636.73
"2019-10-23",635.58
"2019-10-24",634.81
"2019-10-25",631.86
"2019-10-28",635.5
"2019-10-29",639.76
"2019-10-30",639.16
"2019-10-31",634.08
"2019-11-04",646.62
"2019-11-05",651.27
"2019-11-06",647.79
"2019-11-07",650.36
"2019-11-08",646.26
"2019-11-12",644.06
"2019-11-13",641.41
"2019-11-14",639.9
"2019-11-15",641.38
"2019-11-18",641.31
"2019-11-19",639.22
"2019-11-20",634.72
"2019-11-21",630.85
"2019-11-22",632.19
"2019-11-25",635.08
"2019-11-26",634.85
"2019-11-27",631.84
"2019-11-28",630.38
"2019-11-29",628.47
"2019-12-02",624.41
"2019-12-03",615.31
"2019-12-04",615.02
"2019-12-05",619.72
"2019-12-06",615.1
"2019-12-09",612.93
"2019-12-10",611
"2019-12-11",608.57
"2019-12-12",619.54
"2019-12-13",623.43
"2019-12-16",624.3
"2019-12-17",626.82
"2019-12-18",627.67
"2019-12-19",629.01
"2019-12-20",629.32
"2019-12-23",629.46
"2019-12-27",633.21
"2019-12-30",632.48
"2020-01-02",643.27
"2020-01-03",640.96
"2020-01-07",640.73
"2020-01-08",637.31
"2020-01-09",646.85
"2020-01-10",649.75
"2020-01-13",655.08
"2020-01-14",657.35
"2020-01-15",652.54
"2020-01-16",654.37
"2020-01-17",654.2
"2020-01-20",655.93
"2020-01-21",653.22
"2020-01-22",654.79
"2020-01-23",651.35
"2020-01-24",653.4
"2020-01-27",636.19
"2020-01-28",639.23
"2020-01-29",639.8
"2020-01-30",634.67
"2020-01-31",631.2
"2020-02-03",636.99
"2020-02-04",652.16
"2020-02-05",659.8
"2020-02-06",658.86
"2020-02-07",658.3
"2020-02-10",656.02
"2020-02-11",662.02
"2020-02-12",665.74
"2020-02-13",664.04
"2020-02-14",663.43
"2020-02-17",663.42
"2020-02-18",663.35
"2020-02-19",664.76
"2020-02-20",662.65
"2020-02-21",661.05
"2020-02-24",639.33
"2020-02-25",622.65
"2020-02-26",616.54
"2020-02-27",597.47
"2020-02-28",562.73
"2020-03-02",573.04
"2020-03-03",594.19
"2020-03-04",592.64
"2020-03-05",586.22
"2020-03-06",567.06
"2020-03-09",522.34
"2020-03-10",514.88
"2020-03-11",486.96
"2020-03-12",437.36
"2020-03-13",438.54
"2020-03-16",433.11
"2020-03-17",454.75
"2020-03-18",458.23
"2020-03-19",464.14
"2020-03-20",470.7
"2020-03-23",451.16
"2020-03-24",462.48
"2020-03-25",460.28
"2020-03-26",466.89
"2020-03-27",468.31
"2020-03-30",465.78
"2020-03-31",475.05
"2020-04-01",471.3
"2020-04-02",469.46
"2020-04-03",473.53
"2020-04-06",487.63
"2020-04-07",498.76
"2020-04-08",491.34
"2020-04-09",500.83
"2020-04-14",514.75
"2020-04-15",513.77
"2020-04-16",511.99
"2020-04-17",517.94
"2020-04-20",523.02
"2020-04-21",512.65
"2020-04-22",520.06
"2020-04-23",527.07
"2020-04-24",524.21
"2020-04-27",527.12
"2020-04-28",533.33
"2020-04-29",540.2
"2020-04-30",538.04
"2020-05-04",525.55
"2020-05-05",523.79
"2020-05-06",519.93
"2020-05-07",524.17
"2020-05-08",533.4
"2020-05-11",530.5
"2020-05-12",535.56
"2020-05-13",536.99
"2020-05-14",530.45
"2020-05-15",530.52
"2020-05-18",541.56
"2020-05-19",547.03
"2020-05-20",550.98
"2020-05-21",552.01
"2020-05-22",548.52
"2020-05-25",552.26
"2020-05-26",564.92
"2020-05-27",566.7
"2020-05-28",568.75
"2020-05-29",570.77
"2020-06-01",577.88
"2020-06-02",580.88
"2020-06-03",586.6
"2020-06-04",590.41
"2020-06-05",600.7
"2020-06-08",600
"2020-06-09",597.59
"2020-06-10",598.52
"2020-06-12",589.7
"2020-06-15",581.14
"2020-06-16",591.81
"2020-06-17",593.41
"2020-06-18",595.08
"2020-06-19",594.71
"2020-06-22",598.6
"2020-06-23",617.09
"2020-06-24",607.07
"2020-06-25",607.01
"2020-06-26",606.26
"2020-06-29",600.24
"2020-06-30",596.67
"2020-07-01",599.33
"2020-07-02",608.45
"2020-07-03",609.67
"2020-07-06",615.26
"2020-07-07",613.59
"2020-07-08",610.48
"2020-07-09",614.54
"2020-07-10",616.84
"2020-07-13",620.44
"2020-07-14",611.35
"2020-07-15",618.44
"2020-07-16",616.48
"2020-07-17",618.32
"2020-07-20",628.87
"2020-07-21",635.09
"2020-07-22",635.04
"2020-07-23",630.91
"2020-07-24",623.41
"2020-07-27",629.74
"2020-07-28",628.79
"2020-07-29",623.33
"2020-07-30",607.16
"2020-07-31",608.17
"2020-08-03",616.11
"2020-08-04",619.75
"2020-08-05",626.13
"2020-08-06",622.32
"2020-08-07",643.33
"2020-08-10",622.64
"2020-08-11",642.5
"2020-08-12",591.75
"2020-08-13",593.71
"2020-08-14",622.72
"2020-08-17",583.28
"2020-08-18",614.98
"2020-08-19",627.62
"2020-08-20",608.2
"2020-08-21",598.11
"2020-08-24",582.6
"2020-08-25",589.21
"2020-08-26",584.03
"2020-08-27",604.95
"2020-08-28",592.43
"2020-08-31",605.65
"2020-09-01",617.51
"2020-09-02",620.85
"2020-09-03",598.03
"2020-09-04",575.82
"2020-09-07",564.05
"2020-09-08",563.9
"2020-09-09",561.51
"2020-09-10",568.01
"2020-09-11",571.77
"2020-09-14",565.54
"2020-09-15",578.91
"2020-09-16",582.45
"2020-09-17",581.15
"2020-09-18",573.09
"2020-09-21",572.87
"2020-09-22",503.07
"2020-09-23",505.01
"2020-09-24",470.54
"2020-09-25",469.48
"2020-09-28",467.99
"2020-09-29",477.55
"2020-09-30",497.98
"2020-10-01",479.74
"2020-10-02",494.46
"2020-10-05",490.77
"2020-10-06",497.44
"2020-10-07",484.22
"2020-10-08",483.15
"2020-10-09",486.76
"2020-10-12",509.57
"2020-10-13",511.13
"2020-10-14",493.04
"2020-10-15",501.51
"2020-10-16",497.22
"2020-10-19",502.32
"2020-10-20",508.43
"2020-10-21",511.88
"2020-10-22",513.02
"2020-10-23",498.98
"2020-10-26",498.62
"2020-10-27",490.06
"2020-10-28",496.83
"2020-10-29",466.1
"2020-10-30",461
"2020-11-02",460.99
"2020-11-03",468.81
"2020-11-04",472.36
"2020-11-05",467.27
"2020-11-06",492.98
"2020-11-09",502.34
"2020-11-10",454.37
"2020-11-12",463.19
"2020-11-13",464.16
"2020-11-16",472.77
"2020-11-17",477.55
"2020-11-18",476.01
"2020-11-19",473.76
"2020-11-20",464.38
"2020-11-23",471.94
"2020-11-24",461.82
"2020-11-25",461.46
"2020-11-26",463.32
"2020-11-27",464.9
"2020-11-30",453.46
"2020-12-01",445.03
"2020-12-02",473.23
"2020-12-03",473.73
"2020-12-04",479.65
"2020-12-07",484.15
"2020-12-08",491.36
"2020-12-09",491.05
"2020-12-10",479.5
"2020-12-11",484.87
"2020-12-14",484.7
"2020-12-15",483.86
"2020-12-16",497.2
"2020-12-17",505.71
"2020-12-18",532.49
"2020-12-21",530.79
"2020-12-22",526.07
"2020-12-23",504.39
"2020-12-28",516.04
"2020-12-29",528.51
"2020-12-30",522.31
"2021-01-04",530.04
"2021-01-05",569.9
"2021-01-07",555.27
"2021-01-08",561.77
"2021-01-11",516.68
"2021-01-12",525.94
"2021-01-13",534.23
"2021-01-14",536.98
"2021-01-15",543.76
"2021-01-18",518.59
"2021-01-19",517.24
"2021-01-20",529.43
"2021-01-21",540.35
"2021-01-22",541.2
"2021-01-25",529.58
"2021-01-26",531.62
"2021-01-27",532.04
"2021-01-28",523.39
"2021-01-29",530.51
"2021-02-01",541.99
"2021-02-02",598.18
"2021-02-03",545.44
"2021-02-04",556.06
"2021-02-05",546.05
"2021-02-08",564.07
"2021-02-09",580.87
"2021-02-10",580.34
"2021-02-11",575.56
"2021-02-12",575.43
"2021-02-15",586.44
"2021-02-16",593
"2021-02-17",599.09
"2021-02-18",595.39
"2021-02-19",587.66
"2021-02-22",594.47
"2021-02-23",611.28
"2021-02-24",604.68
"2021-02-25",612.04
"2021-02-26",607.79
"2021-03-01",565.53
"2021-03-02",572.51
"2021-03-03",574.54
"2021-03-04",564.38
"2021-03-05",542.62
"2021-03-08",541.05
"2021-03-09",541.86
"2021-03-10",563.39
"2021-03-11",564.02
"2021-03-12",574.3
"2021-03-15",568.76
"2021-03-16",578.04
"2021-03-17",571.59
"2021-03-18",574.37
"2021-03-19",572.88
"2021-03-22",568.52
"2021-03-23",556.74
"2021-03-24",539.93
"2021-03-25",538.95
"2021-03-26",535.34
"2021-03-29",543.87
"2021-03-30",536.3
"2021-03-31",522.77
"2021-04-01",531.7
"2021-04-06",544.39
"2021-04-07",552.98
"2021-04-08",552.81
"2021-04-09",562.41
"2021-04-12",553.18
"2021-04-13",541.58
"2021-04-14",551.97
"2021-04-15",556.57
"2021-04-16",569.77
"2021-04-19",572.65
"2021-04-20",566.97
"2021-04-21",561.28
"2021-04-22",576.86
"2021-04-23",567.62
"2021-04-26",568.6
"2021-04-27",574.51
"2021-04-28",576.96
"2021-04-29",572.06
"2021-04-30",571.9
"2021-05-04",588.36
"2021-05-05",578.06
"2021-05-06",580.76
"2021-05-07",606.76
"2021-05-10",614.69
"2021-05-11",615.32
"2021-05-12",612.21
"2021-05-13",612.62
"2021-05-14",597.35
"2021-05-17",601.33
"2021-05-18",623.5
"2021-05-19",626.81
"2021-05-20",608.55
"2021-05-21",611.56
"2021-05-24",611.43
"2021-05-25",601.42
"2021-05-26",620.31
"2021-05-27",618.25
"2021-05-28",621.06
"2021-05-31",622.9
"2021-06-01",620.5
"2021-06-02",625.49
"2021-06-04",606.88
"2021-06-07",623.05
"2021-06-08",626.72
"2021-06-09",623.41
"2021-06-10",630.64
"2021-06-11",632.9
"2021-06-14",637.45
"2021-06-15",633.51
"2021-06-16",623.76
"2021-06-17",624.65
"2021-06-18",563.26
"2021-06-21",557.99
"2021-06-22",561.56
"2021-06-23",561.36
